delivery_id,factory_id,project_id,distance_km,expected_time_hours,actual_time_hours,delay_flag,date,project_lat,project_lon,demand,priority_level,factory_lat,factory_lon,base_production_per_week,production_variability,max_storage,weather_index,traffic_index,delay_hours,computed_distance,weather_distance,traffic_distance,priority_encoded,day_of_week,is_weekend,exposure,distance_bucket,day_of_month,risk_escalation,predicted_delay,priority_score
D40,F4,P150,813.95,20.35,37.2,1,2026-04-15,17.507999206122932,72.46554876406755,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.91,0.59,16.85,800.7962012105212,740.6945000000001,480.2305,2,2,0,1220.9250000000002,Very Long,15,0.75,17.92886666666664,21246.516358210203
D41,F2,P160,537.43,13.44,25.1,1,2026-04-30,14.491306475130354,79.83608422897207,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.92,0.25,11.660000000000002,522.9156126367451,494.43559999999997,134.3575,3,3,0,628.7931,Long,30,0.585,8.8421,6120.501126923809
D42,F1,P93,519.44,12.99,20.3,1,2026-04-06,19.48507995376758,78.28272520891154,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,7.3100000000000005,518.5123732851997,285.69200000000006,368.80240000000003,2,0,0,654.4944,Long,6,0.63,7.866049999999976,4313.6673979232055
D43,F1,P199,777.43,19.44,40.97,1,2026-04-07,15.94420526217444,72.66627528956208,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,21.529999999999998,751.0630741835048,754.1071,536.4266999999999,2,1,0,1290.5337999999997,Very Long,7,0.83,18.073275238095217,24072.541905365848
D44,F5,P126,571.56,14.29,27.47,1,2026-04-15,17.671287975280947,76.42255981526326,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.91,0.59,13.18,565.686759413347,520.1196,337.2203999999999,1,2,0,857.3399999999999,Long,15,0.75,12.39959999999999,7753.510201508598
D45,F3,P49,671.11,16.78,24.93,1,2026-04-05,14.365069486701712,72.84395407864217,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.06,0.74,8.149999999999999,660.218705397426,40.2666,496.6214,3,6,1,536.888,Very Long,5,0.4,7.809850000000016,3170.2507431230533
D46,F2,P14,296.96,7.42,14.24,1,2026-04-08,15.128484860585926,73.4578887023045,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.87,6.82,290.40875433140894,249.44639999999998,258.35519999999997,2,2,0,507.80159999999995,Short,8,0.855,7.056850000000004,3709.286797411628
D47,F2,P107,167.46,4.19,6.28,1,2026-04-01,15.47515492408343,74.80062726155741,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.21,2.09,166.07162931408297,92.10300000000001,35.1666,1,2,0,127.26960000000001,Short,1,0.38,2.179849999999991,154.9568269513563
D48,F5,P2,360.13,9.0,16.3,1,2026-04-08,16.198197282067113,75.19888777372205,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.87,7.300000000000001,357.3655595332091,302.50919999999996,313.3131,1,2,0,615.8223,Medium,8,0.855,7.466241666666651,3561.462910722045
D49,F4,P19,772.79,19.32,28.23,1,2026-04-25,19.413270926350357,77.81817596685137,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,8.91,774.1497865735568,370.93919999999997,61.8232,2,5,1,432.76239999999996,Very Long,25,0.27999999999999997,8.620000000000022,2530.696454278198
D50,F5,P180,477.92,11.95,18.79,1,2026-04-16,15.08317296772452,77.45290935178232,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.35,0.71,6.84,466.1076716181327,167.272,339.3232,3,3,0,506.5952,Long,16,0.53,7.0329999999999915,3311.5223701077266
D51,F1,P124,562.23,14.06,21.88,1,2026-04-17,14.36232470735151,74.58040611390881,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.48,0.38,7.8199999999999985,545.1128297400948,269.8704,213.6474,1,4,0,483.5178,Long,17,0.43,8.048175,2116.2200619745204
D52,F5,P114,848.32,21.21,42.56,1,2026-04-04,17.981750191179312,79.62457477619162,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.97,1.0,21.35,829.1323157954262,822.8704,848.32,2,5,1,1671.1904,Very Long,4,0.985,21.624199999999973,41251.40700622522
D53,F5,P23,478.83,11.97,16.03,1,2026-04-28,16.317537059112638,76.69400932531079,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,4.0600000000000005,470.6934389029394,268.14480000000003,153.2256,3,1,0,421.3704,Long,28,0.44000000000000006,4.644299999999983,1831.2910726485948
D54,F5,P88,705.19,17.63,24.18,1,2026-04-11,16.46634762885678,79.06109074551472,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.89,0.15,6.550000000000001,687.8535352331467,627.6191,105.77850000000001,3,5,1,733.3976,Very Long,11,0.52,9.146999999999982,7067.254021028705
D55,F5,P154,501.88,12.55,22.68,1,2026-04-06,17.106164750746803,76.13357005941253,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,10.129999999999999,496.6152952414773,276.034,356.3348,2,0,0,632.3688,Long,6,0.63,9.64245000000003,5110.6852795194045
D56,F1,P192,523.01,13.08,24.48,1,2026-04-02,13.905889219231836,75.02183108941036,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.95,0.78,11.4,508.2361774817074,496.85949999999997,407.94780000000003,1,3,0,904.8072999999999,Long,2,0.865,11.94660000000003,8552.245437826403
D57,F5,P115,353.65,8.84,12.89,1,2026-04-03,14.64600243736411,76.42211973468392,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.11,0.93,4.050000000000001,345.1649227413939,38.9015,328.8945,2,4,0,367.796,Medium,3,0.52,4.624233333333321,1164.815521151893
D58,F4,P189,482.94,12.07,17.45,1,2026-04-28,16.644352098751277,78.93693285767777,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.56,0.32,5.379999999999999,482.69122231276174,270.44640000000004,154.5408,3,1,0,424.98720000000003,Long,28,0.44000000000000006,5.641521666666666,2243.300760094077
D59,F5,P188,76.22,1.91,3.03,1,2026-04-28,13.021517835379726,74.00013159372884,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,1.1199999999999999,75.14047827781489,42.68320000000001,24.3904,3,1,0,67.0736,Short,28,0.44000000000000006,1.068450000000002,71.95421753620354
D60,F2,P160,537.43,13.44,26.13,1,2026-04-13,14.491306475130354,79.83608422897207,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.58,0.86,12.69,522.9156126367451,311.70939999999996,462.18979999999993,3,0,0,773.8991999999998,Long,13,0.72,12.143350000000028,10521.646001070148
D61,F1,P106,107.22,2.68,5.07,1,2026-04-27,15.89393722367564,79.24879030174843,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.8,0.98,2.39,106.89016713419852,85.77600000000001,105.0756,2,0,0,190.85160000000002,Short,27,0.89,2.646649999999994,541.8269263061876
D62,F4,P90,582.44,14.56,21.82,1,2026-04-06,17.60286263978217,78.77328913790645,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,7.26,582.7468824131169,320.34200000000004,413.5324,2,0,0,733.8744,Long,6,0.63,8.740599999999993,5369.190360035873
D63,F1,P110,354.04,8.85,12.14,1,2026-04-17,15.99354703907802,76.57603359367346,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.48,0.38,3.290000000000001,343.04867653994415,169.9392,134.5352,1,4,0,304.4744,Medium,17,0.43,3.5170833333333307,586.5320637722542
D64,F4,P134,342.16,8.55,18.78,1,2026-04-08,15.507792984144697,77.3762090823616,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.87,10.23,342.5931711705588,287.4144,297.67920000000004,2,2,0,585.0936,Medium,8,0.855,9.296520833333345,5621.519300757143
D65,F1,P142,789.56,19.74,31.71,1,2026-04-26,18.73618460009585,73.55504027195899,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.53,0.44,11.970000000000002,766.3381406355343,418.4668,347.40639999999996,2,6,1,765.8732,Very Long,26,0.485,11.693449999999975,6785.3180482084645
D66,F4,P84,717.19,17.93,26.31,1,2026-04-14,17.566275194760657,73.8284001743784,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,8.379999999999999,709.292004810493,631.1272,172.12560000000002,2,1,0,803.2528,Very Long,14,0.56,9.865400000000037,6810.882360870762
D67,F5,P190,341.02,8.53,12.29,1,2026-04-28,16.49493353715019,73.90877487832272,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,3.76,341.3796073472427,190.9712,109.12639999999999,1,1,0,300.0976,Medium,28,0.44000000000000006,3.782399999999997,640.4110842301999
D68,F1,P99,846.76,21.17,37.09,1,2026-04-27,13.407402021418765,72.14460290892417,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.8,0.98,15.920000000000002,823.3956926219906,677.408,829.8248,1,0,0,1507.2328,Very Long,27,0.89,17.026200000000014,20090.060623505942
D69,F2,P28,468.57,11.71,16.17,1,2026-04-17,14.347905397744306,72.11263858172067,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.48,0.38,4.460000000000001,457.918084093852,224.9136,178.0566,3,4,0,402.9702,Long,17,0.43,4.866500000000008,1782.681182005593
D70,F1,P180,239.16,5.98,9.7,1,2026-04-26,15.08317296772452,77.45290935178232,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.53,0.44,3.719999999999999,231.38194877559636,126.7548,105.2304,3,6,1,231.98520000000002,Short,26,0.485,3.7031500000000093,829.0854982841704
D71,F1,P11,642.98,16.07,20.32,1,2026-04-12,13.847150604977193,73.92820372820809,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.51,0.23,4.25,624.5998413409112,327.9198,147.8854,3,6,1,475.8052,Very Long,12,0.37,4.7580500000000026,2007.6659901903754
D72,F3,P131,729.11,18.23,34.86,1,2026-04-22,12.567527335999422,75.1742706177111,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.77,0.82,16.63,728.6926424494595,561.4147,597.8702,3,2,0,1159.2849,Very Long,22,0.7949999999999999,17.125800000000062,24224.654086030492
D73,F2,P17,613.3,15.33,25.93,1,2026-04-14,12.250506339644469,78.73827819675999,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.88,0.24,10.6,607.9289197590898,539.704,147.19199999999998,3,1,0,686.896,Long,14,0.56,9.954899999999991,7356.043783433438
D74,F5,P5,426.06,10.65,19.49,1,2026-04-04,16.9470880746647,75.05969593013731,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.97,1.0,8.839999999999998,424.2658824531045,413.27819999999997,426.06,1,5,1,839.3381999999999,Medium,4,0.985,9.759399999999978,7037.820244549555
D75,F5,P184,243.76,6.09,10.28,1,2026-04-07,12.31349061340517,75.34356825372463,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.97,0.69,4.1899999999999995,239.7164074914654,236.44719999999998,168.19439999999997,2,1,0,404.6415999999999,Short,7,0.83,4.579050000000018,1931.290954029994
D76,F4,P58,693.19,17.33,30.15,1,2026-04-13,17.539488263122163,74.15529867038818,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.58,0.86,12.82,686.4561002705008,402.0502,596.1434,2,0,0,998.1936000000001,Very Long,13,0.72,13.394650000000013,11952.704698112499
D77,F2,P163,223.11,5.58,9.0,1,2026-04-05,14.770434568715206,75.7173905035169,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.06,0.74,3.42,223.45819532367761,13.3866,165.1014,3,6,1,178.488,Short,5,0.4,2.973750000000001,412.1003327659985
D78,F3,P162,204.28,5.11,7.76,1,2026-04-11,18.10691538403129,78.45530381640623,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.89,0.15,2.6499999999999995,196.2071580540424,181.8092,30.642,1,5,1,212.4512,Short,11,0.52,2.7541999999999938,376.58646355025684
D79,F3,P109,329.39,8.23,12.03,1,2026-04-25,18.913340520575225,73.84148214593245,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.08,3.799999999999999,312.13570037498494,158.10719999999998,26.3512,3,5,1,184.45839999999998,Medium,25,0.27999999999999997,3.4385999999999974,547.5319575327212
D80,F2,P25,314.35,7.86,11.76,1,2026-04-28,14.207993456180349,74.37018804563266,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.56,0.32,3.8999999999999995,312.88382950002483,176.03600000000003,100.59200000000001,1,1,0,276.62800000000004,Medium,28,0.44000000000000006,3.8904499999999933,608.1283505188043
D81,F3,P169,376.91,9.42,12.95,1,2026-04-17,16.92680931511931,79.55113283648606,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.38,3.5299999999999994,365.7040201774167,180.9168,143.22580000000002,1,4,0,324.1426,Medium,17,0.43,3.9882999999999886,707.2478318224036
D82,F3,P29,600.62,15.02,26.35,1,2026-04-16,13.59073923271044,77.6907356219892,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.35,0.71,11.330000000000002,601.0430923214321,210.21699999999998,426.4402,2,3,0,636.6572,Long,16,0.53,10.771549999999973,5084.911188548217
D83,F3,P150,507.27,12.68,28.25,1,2026-04-02,17.507999206122932,72.46554876406755,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,15.57,485.1890142830405,481.90649999999994,395.6706,2,3,0,877.5771,Long,2,0.865,14.13750000000002,13092.376504367596
D84,F2,P130,225.08,5.63,11.1,1,2026-04-02,17.023155319589087,73.55419162809633,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.95,0.78,5.47,215.8859678371625,213.826,175.56240000000003,3,3,0,389.38840000000005,Short,2,0.865,5.292900000000012,2742.6469906573107
D85,F1,P59,704.38,17.61,26.2,1,2026-04-11,13.953004177982194,73.34632833738344,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.89,0.15,8.59,683.8001600362309,626.8982,105.657,2,5,1,732.5552,Very Long,11,0.52,8.965849999999975,5534.763320881256
D86,F3,P94,176.04,4.4,7.05,1,2026-04-01,17.351906037713828,76.64549297149163,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,2.6499999999999995,176.25828481001324,96.822,36.968399999999995,1,2,0,133.7904,Short,1,0.38,2.5524749999999927,190.36369981365
D87,F5,P55,220.2,5.5,6.66,1,2026-04-10,12.004163015962526,74.82055085067336,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.22,0.4,1.1600000000000001,218.07233715376515,48.443999999999996,88.08,3,4,0,136.524,Short,10,0.31,1.3422999999999987,144.3997840525399
D88,F1,P88,174.01,4.35,6.38,1,2026-04-16,16.46634762885678,79.06109074551472,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.35,0.71,2.0300000000000002,173.54142344540801,60.903499999999994,123.54709999999999,3,3,0,184.45059999999998,Short,16,0.53,2.51755,441.2516858043591
D89,F5,P193,418.7,10.47,19.85,1,2026-04-02,16.274619788244507,75.97248952546462,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.95,0.78,9.38,413.2842668740819,397.765,326.586,2,3,0,724.351,Medium,2,0.865,9.598650000000033,7347.6308745746865
D90,F3,P11,648.45,16.21,27.36,1,2026-04-21,13.847150604977193,73.92820372820809,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,11.149999999999999,643.2107953584697,369.6165,479.853,3,1,0,849.4694999999999,Very Long,21,0.655,12.208050000000016,11077.29046378321
D91,F4,P138,372.16,9.3,15.69,1,2026-04-18,12.310677875435385,74.42612411738578,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.71,0.25,6.389999999999999,364.1586731580022,264.2336,93.04,2,5,1,357.27360000000004,Medium,18,0.48,6.25080000000001,1784.158135841785
